169,labname,homebank_id,aclew_id,child_level_id,sharing_environment,lab_internal_subject_id,age_mo_round,age,age_exact,child_sex,language,lang_percent,corpus_narrow,corpus,std_mat_ed,mat_ed,fat_ed,std_length_of_recording,length_of_recording,household_size,premature,region,ses_details,,,
222,ROW,,4214,C036,N,C036,19,19m;3d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,922,15:22:17,5,N,Northwest England,NA,,,
223,ROW,,2298,C036,N,C036,21,21m;20d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,5,N,Northwest England,NA,,,
224,ROW,,9170,C036,N,C036,24,24m;15d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,938,15:38:13,5,N,Northwest England,NA,,,
225,ROW,,2041,C036,N,C036,27,27m;9d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,946,15:46:23,5,N,Northwest England,NA,,,
226,ROW,,3391,C036,N,C036,30,30m;8d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,901,15:00:45,5,N,Northwest England,NA,,,
227,ROW,,1680,C037,N,C037,11,11m;9d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,952,15:52:13,3,N,Northwest England,NA,,,
228,ROW,,5318,C037,N,C037,15,15m;8d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
229,ROW,,7765,C037,N,C037,19,18m;28d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,955,15:54:41,3,N,Northwest England,NA,,,
230,ROW,,3673,C037,N,C037,21,21m;0d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,927,15:27:09,3,N,Northwest England,NA,,,
231,ROW,,5182,C037,N,C037,25,24m;17d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,951,15:51:17,3,N,Northwest England,NA,,,
232,ROW,,66,C037,N,C037,27,27m;1d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
233,ROW,,6368,C037,N,C037,31,30m;27d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,956,15:55:51,3,N,Northwest England,NA,,,
234,ROW,,8431,C038,N,C038,11,11m;10d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",762,12:41:42,3,N,Northwest England,NA,,,
235,ROW,,3905,C038,N,C038,15,15m;7d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",758,12:38:11,3,N,Northwest England,NA,,,
236,ROW,,9498,C038,N,C038,18,18m;13d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",671,11:10:30,3,N,Northwest England,NA,,,
237,ROW,,2176,C038,N,C038,22,21m;16d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",670,11:10:07,3,N,Northwest England,NA,,,
238,ROW,,7585,C038,N,C038,25,24m;27d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",747,12:26:39,3,N,Northwest England,NA,,,
239,ROW,,1937,C038,N,C038,28,27m;18d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",960,16:00:00,3,N,Northwest England,NA,,,
240,ROW,,4630,C038,N,C038,30,30m;14d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",930,15:29:55,3,N,Northwest England,NA,,,
241,ROW,,270,C040,N,C040,11,11m;2d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,776,12:55:43,3,N,Northwest England,NA,,,
242,ROW,,4392,C040,N,C040,15,15m;12d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,739,12:19:19,3,N,Northwest England,NA,,,
243,ROW,,8105,C040,N,C040,18,18m;12d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
244,ROW,,5655,C040,N,C040,22,21m;20d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
245,ROW,,5903,C040,N,C040,25,24m;24d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
246,ROW,,2956,C040,N,C040,27,27m;10d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
247,ROW,,2271,C040,N,C040,31,30m;23d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
248,ROW,,3366,C041,N,C041,11,11m;14d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,5,N,Northwest England,NA,,,
249,ROW,,9775,C041,N,C041,15,15m;4d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,5,N,Northwest England,NA,,,
250,ROW,,8108,C041,N,C041,19,18m;23d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,5,N,Northwest England,NA,,,
251,ROW,,40,C041,N,C041,21,21m;10d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,951,15:51:22,5,N,Northwest England,NA,,,
252,ROW,,4011,C041,N,C041,25,24m;18d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,952,15:52:18,5,N,Northwest England,NA,,,
253,ROW,,8031,C041,N,C041,27,27m;9d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,953,15:53:26,5,N,Northwest England,NA,,,
254,ROW,,5818,C041,N,C041,30,30m;15d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,5,N,Northwest England,NA,,,
255,ROW,,2693,C042,N,C042,12,11m;19d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,957,15:56:45,3,N,Northwest England,NA,,,
256,ROW,,1102,C042,N,C042,15,15m;9d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
257,ROW,,668,C042,N,C042,19,19m;1d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
258,ROW,,2774,C042,N,C042,22,21m;20d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
259,ROW,,8299,C042,N,C042,25,25m;5d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
260,ROW,,3978,C042,N,C042,28,27m;20d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
261,ROW,,8421,C042,N,C042,31,30m;26d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,A Level/NVQ Level3/similar;,942,15:41:43,3,N,Northwest England,NA,,,
262,ROW,,8357,C046,N,C046,12,11m;23d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
263,ROW,,6027,C046,N,C046,15,14m;30d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
264,ROW,,8296,C046,N,C046,19,19m;3d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,640,10:39:59,4,N,Northwest England,NA,,,
265,ROW,,6133,C046,N,C046,21,21m;4d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,770,12:50:06,4,N,Northwest England,NA,,,
266,ROW,,908,C046,N,C046,26,25m;18d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,932,15:32:14,4,N,Northwest England,NA,,,
267,ROW,,8083,C046,N,C046,27,27m;7d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,907,15:07:08,4,N,Northwest England,NA,,,
268,ROW,,8041,C046,N,C046,32,31m;30d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,933,15:32:50,4,N,Northwest England,NA,,,
269,ROW,,112,C047,N,C047,11,11m;3d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,904,15:04:04,3,N,Northwest England,NA,,,
270,ROW,,2834,C047,N,C047,15,15m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,933,15:33:12,3,N,Northwest England,NA,,,
271,ROW,,2731,C047,N,C047,19,18m;23d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
272,ROW,,2144,C047,N,C047,21,21m;6d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
273,ROW,,8044,C047,N,C047,25,24m;27d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
274,ROW,,5931,C047,N,C047,27,27m;5d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
275,ROW,,7468,C047,N,C047,31,31m;1d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
276,ROW,,1324,C049,N,C049,11,11m;14d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,908,15:07:40,4,N,Northwest England,NA,,,
277,ROW,,2671,C049,N,C049,15,15m;10d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,952,15:51:54,4,N,Northwest England,NA,,,
278,ROW,,9074,C049,N,C049,19,18m;26d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,736,12:15:55,4,N,Northwest England,NA,,,
279,ROW,,3583,C049,N,C049,21,21m;14d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,955,15:55:07,4,N,Northwest England,NA,,,
280,ROW,,2400,C049,N,C049,25,24m;21d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,960,16:00:00,4,N,Northwest England,NA,,,
281,ROW,,4602,C049,N,C049,27,27m;8d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",A Level/NVQ Level3/similar;,960,16:00:00,4,N,Northwest England,NA,,,
282,ROW,,5368,C050,N,C050,11,11m;6d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",721,12:00:36,3,N,Northwest England,NA,,,
283,ROW,,2028,C050,N,C050,15,15m;14d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",651,10:51:11,3,N,Northwest England,NA,,,
284,ROW,,7995,C050,N,C050,18,18m;6d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",682,11:21:49,3,N,Northwest England,NA,,,
285,ROW,,5420,C050,N,C050,21,21m;4d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",648,10:47:48,3,N,Northwest England,NA,,,
286,ROW,,4761,C050,N,C050,24,24m;9d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",712,11:51:57,3,N,Northwest England,NA,,,
287,ROW,,5830,C050,N,C050,27,27m;2d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",689,11:28:57,3,N,Northwest England,NA,,,
288,ROW,,9271,C050,N,C050,30,30m;11d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)","Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",777,12:57:07,3,N,Northwest England,NA,,,
289,ROW,,3282,C054,N,C054,11,11m;4d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
290,ROW,,405,C054,N,C054,15,15m;15d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,635,10:35:24,4,N,Northwest England,NA,,,
291,ROW,,5250,C054,N,C054,19,19m;3d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,921,15:21:28,4,N,Northwest England,NA,,,
292,ROW,,1735,C054,N,C054,21,21m;7d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
293,ROW,,1199,C054,N,C054,25,25m;4d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,719,11:58:42,4,N,Northwest England,NA,,,
294,ROW,,138,C054,N,C054,27,27m;11d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,887,14:47:29,4,N,Northwest England,NA,,,
295,ROW,,2574,C054,N,C054,30,30m;11d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,665,11:05:24,4,N,Northwest England,NA,,,
296,ROW,,5802,C055,N,C055,11,11m;14d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
297,ROW,,9492,C055,N,C055,15,15m;6d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
298,ROW,,6670,C055,N,C055,18,18m;5d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
299,ROW,,482,C055,N,C055,22,21m;18d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
300,ROW,,7945,C055,N,C055,24,24m;15d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,843,14:02:33,3,N,Northwest England,NA,,,
301,ROW,,4684,C055,N,C055,27,27m;9d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,873,14:33:21,3,N,Northwest England,NA,,,
302,ROW,,3307,C055,N,C055,31,31m;1d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,826,13:46:24,3,N,Northwest England,NA,,,
303,ROW,,4131,C056,N,C056,12,11m;26d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,4,N,Northwest England,NA,,,
304,ROW,,2713,C056,N,C056,15,15m;3d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,4,N,Northwest England,NA,,,
305,ROW,,934,C056,N,C056,19,19m;0d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,839,13:58:30,4,N,Northwest England,NA,,,
306,ROW,,9444,C056,N,C056,21,21m;4d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,913,15:13:00,4,N,Northwest England,NA,,,
307,ROW,,603,C056,N,C056,25,24m;23d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,937,15:37:09,4,N,Northwest England,NA,,,
308,ROW,,7266,C056,N,C056,27,27m;4d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,884,14:43:37,4,N,Northwest England,NA,,,
309,ROW,,9204,C056,N,C056,31,31m;1d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,GCSE/O level/NVW Level 1 or 2/ similar;,949,15:48:33,4,N,Northwest England,NA,,,
310,ROW,,2811,C061,N,C061,12,11m;26d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,804,13:23:43,5,N,Northwest England,NA,,,
311,ROW,,7427,C061,N,C061,16,15;16d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,719,11:58:41,5,N,Northwest England,NA,,,
312,ROW,,3909,C061,N,C061,19,19m;7d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,811,13:31:21,5,N,Northwest England,NA,,,
313,ROW,,8679,C061,N,C061,21,21m;0d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,760,12:40:09,5,N,Northwest England,NA,,,
314,ROW,,8897,C061,N,C061,25,24m;18d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,711,11:51:18,5,N,Northwest England,NA,,,
315,ROW,,4086,C061,N,C061,27,27m;9d,y,F,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,832,13:52:10,5,N,Northwest England,NA,,,
316,ROW,,272,C066,N,C066,12,11m;20d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,15:59:48,3,N,Northwest England,NA,,,
317,ROW,,4967,C066,N,C066,15,15m;15d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,951,15:50:43,3,N,Northwest England,NA,,,
318,ROW,,5684,C066,N,C066,18,18m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,930,15:29:39,3,N,Northwest England,NA,,,
319,ROW,,7411,C066,N,C066,21,21m;11d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
320,ROW,,3676,C066,N,C066,24,24m;6d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
