169,labname,homebank_id,aclew_id,child_level_id,sharing_environment,lab_internal_subject_id,age_mo_round,age,age_exact,child_sex,language,lang_percent,corpus_narrow,corpus,std_mat_ed,mat_ed,fat_ed,std_length_of_recording,length_of_recording,household_size,premature,region,ses_details,,,
638,BER,,109,22,N,22_13,12,13m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,679,679.2,3,N,"Rochester, NY, USA",NA,,,
639,BER,,7362,23,N,23_12,12,12m;10d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
640,BER,,2970,25,N,25_12,12,12m;7d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,617,616.8,3,N,"Rochester, NY, USA",NA,,,
641,BER,,4873,26,N,26_12,12,12m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
642,BER,,9717,27,N,27_12,12,12m;5d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
643,BER,,2437,28,N,28_12,12,12m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,746,745.8,3,N,"Rochester, NY, USA",NA,,,
644,BER,,4266,29,N,29_12,12,12m;0d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,752,751.8,3,N,"Rochester, NY, USA",NA,,,
645,BER,,3758,30,N,30_12,12,12m;12d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,959,958.9,3,N,"Rochester, NY, USA",NA,,,
646,BER,,4726,31,N,31_12,12,12m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
647,BER,,3662,32,N,32_12,12,12m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
648,BER,,4590,33,N,33_13,12,13m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,757,756.6,3,N,"Rochester, NY, USA",NA,,,
649,BER,,6002,34,N,34_12,12,12m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,448,447.6,3,N,"Rochester, NY, USA",NA,,,
650,BER,,6735,35,N,35_12,12,12m;1d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,802,801.6,3,N,"Rochester, NY, USA",NA,,,
651,BER,,1103,36,N,36_12,12,12m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,725,725.4,6,N,"Rochester, NY, USA",NA,,,
652,BER,,559,37,N,37_12,12,12m;8d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
653,BER,,7072,38,N,38_12,12,12m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,785,784.8,4,N,"Rochester, NY, USA",NA,,,
654,BER,,4182,39,N,39_12,12,12m;6d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,743,743.4,5,N,"Rochester, NY, USA",NA,,,
655,BER,,1801,40,N,40_12,12,12m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
656,BER,,3405,41,42,41_12,12,12m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
657,BER,,5016,42,41,42_12,12,12m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
658,BER,,7942,43,N,43_12,12,12m;3d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,688,688.2,3,N,"Rochester, NY, USA",NA,,,
659,BER,,2200,44,N,44_12,12,12m;3d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,690,690,6,N,"Rochester, NY, USA",NA,,,
660,BER,,4596,45,N,45_12,12,12m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,738,738,5,N,"Rochester, NY, USA",NA,,,
661,BER,,4714,46,N,46_12,12,12m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,655,654.6,3,N,"Rochester, NY, USA",NA,,,
662,BER,,7979,1,N,01_13,13,13m;12d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
663,BER,,8307,2,N,02_13,13,13m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
664,BER,,3798,4,N,04_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,664,664.2,7,N,"Rochester, NY, USA",NA,,,
665,BER,,3256,6,N,06_13,13,13m;10d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
666,BER,,4806,7,N,07_13,13,13m;3d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,527,526.8,3,N,"Rochester, NY, USA",NA,,,
667,BER,,1137,8,N,08_13,13,13m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
668,BER,,1401,9,N,09_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
669,BER,,6200,10,N,10_13,13,13m;12d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
670,BER,,1414,11,N,11_13,13,13m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,847,846.8,3,N,"Rochester, NY, USA",NA,,,
671,BER,,4622,12,N,12_13,13,13m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,740,740.2,3,N,"Rochester, NY, USA",NA,,,
672,BER,,2876,13,N,13_13,13,13m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,681,681.4,5,N,"Rochester, NY, USA",NA,,,
673,BER,,2927,14,N,14_13,13,13m;1d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
674,BER,,4280,15,N,15_13,13,13m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
675,BER,,2191,16,N,16_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
676,BER,,1458,17,N,17_13,13,13m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
677,BER,,2852,18,N,18_13,13,13m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,773,773.4,4,N,"Rochester, NY, USA",NA,,,
678,BER,,6745,20,N,20_14,13,14m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
679,BER,,2447,21,N,21_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,612,612,3,N,"Rochester, NY, USA",NA,,,
680,BER,,2318,22,N,22_14,13,14m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,696,696,3,N,"Rochester, NY, USA",NA,,,
681,BER,,7523,23,N,23_13,13,13m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
682,BER,,8189,25,N,25_13,13,13m;8d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,770,769.8,3,N,"Rochester, NY, USA",NA,,,
683,BER,,8049,26,N,26_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
684,BER,,4291,27,N,27_13,13,13m;9d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
685,BER,,2253,28,N,28_13,13,13m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,662,661.8,3,N,"Rochester, NY, USA",NA,,,
686,BER,,2880,29,N,29_13,13,12m;29d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,681,681,3,N,"Rochester, NY, USA",NA,,,
687,BER,,9317,30,N,30_13,13,13m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
688,BER,,4041,31,N,31_13,13,13m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
689,BER,,404,32,N,32_13,13,13m;0d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
690,BER,,1760,33,N,33_14,13,14m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,842,842.4,3,N,"Rochester, NY, USA",NA,,,
691,BER,,5906,34,N,34_13,13,13m;11d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,442,441.6,3,N,"Rochester, NY, USA",NA,,,
692,BER,,4679,35,N,35_13,13,13m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,574,573.6,3,N,"Rochester, NY, USA",NA,,,
693,BER,,8594,36,N,36_13,13,13m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,642,642,6,N,"Rochester, NY, USA",NA,,,
694,BER,,8790,37,N,37_13,13,13m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
695,BER,,7953,38,N,38_13,13,13m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,782,782.4,4,N,"Rochester, NY, USA",NA,,,
696,BER,,2828,39,N,39_13,13,13m;8d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,404,404.4,5,N,"Rochester, NY, USA",NA,,,
697,BER,,3447,40,N,40_13,13,13m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
698,BER,,1189,41,42,41_13,13,13m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
699,BER,,7025,42,41,42_13,13,13m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
700,BER,,357,43,N,43_13,13,13m;5d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,753,753,3,N,"Rochester, NY, USA",NA,,,
701,BER,,7609,44,N,44_13,13,13m;9d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,780,780,6,N,"Rochester, NY, USA",NA,,,
702,BER,,8101,45,N,45_13,13,13m;8d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,814,814.2,5,N,"Rochester, NY, USA",NA,,,
703,BER,,2855,46,N,46_13,13,13m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,743,742.8,3,N,"Rochester, NY, USA",NA,,,
704,BER,,4890,1,N,01_14,14,14m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
705,BER,,1836,2,N,02_14,14,14m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
706,BER,,2101,4,N,04_14,14,14m;1d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,749,749.4,7,N,"Rochester, NY, USA",NA,,,
707,BER,,9123,6,N,06_14,14,14m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
708,BER,,486,7,N,07_14,14,14m;0d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,574,574.2,3,N,"Rochester, NY, USA",NA,,,
709,BER,,712,8,N,08_14,14,14m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,In the 2nd and 3rd audio there is one member less in the hosusehold because the girl's parents separated.
710,BER,,3063,9,N,09_14,14,14m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
711,BER,,1310,10,N,10_14,14,14m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
712,BER,,3749,11,N,11_14,14,14m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,735,735.3,3,N,"Rochester, NY, USA",NA,,,
713,BER,,9392,12,N,12_14,14,14m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
714,BER,,1395,13,N,13_14,14,14m;11d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,730,729.9,5,N,"Rochester, NY, USA",NA,,,
715,BER,,2580,14,N,14_14,14,14m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
716,BER,,2418,15,N,15_14,14,14m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
717,BER,,4032,16,N,16_14,14,14m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
718,BER,,3654,17,N,17_14,14,14m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
719,BER,,3538,18,N,18_14,14,14m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,754,754.2,4,N,"Rochester, NY, USA",NA,,,
720,BER,,2564,19,N,19_14,14,14m;2d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,712,711.6,3,N,"Rochester, NY, USA",NA,,,
721,BER,,3068,20,N,20_15,14,15m;9d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
722,BER,,4439,21,N,21_14,14,14m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,331,330.6,3,N,"Rochester, NY, USA",NA,,,
723,BER,,9996,23,N,23_14,14,14m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
724,BER,,7465,25,N,25_14,14,14m;0d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,680,680.4,3,N,"Rochester, NY, USA",NA,,,
725,BER,,4880,26,N,26_14,14,14m;12d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
726,BER,,4989,27,N,27_14,14,14m;7d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
727,BER,,7170,28,N,28_14,14,14m;0d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,620,620.4,3,N,"Rochester, NY, USA",NA,,,
728,BER,,8110,29,N,29_14,14,14m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,597,597,3,N,"Rochester, NY, USA",NA,,,
729,BER,,6205,30,N,30_14,14,14m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
730,BER,,3991,31,N,31_14,14,14m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
731,BER,,7339,32,N,32_14,14,14m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
732,BER,,4964,34,N,34_14,14,14m;8d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,487,486.6,3,N,"Rochester, NY, USA",NA,,,
733,BER,,818,35,N,35_14,14,14m;1d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,694,693.6,3,N,"Rochester, NY, USA",NA,,,
734,BER,,2984,36,N,36_14,14,14m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,713,712.8,6,N,"Rochester, NY, USA",NA,,,
735,BER,,6924,37,N,37_14,14,14m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
736,BER,,6483,38,N,38_14,14,14m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,778,777.6,4,N,"Rochester, NY, USA",NA,,,
737,BER,,5991,39,N,39_14,14,14m;6d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,659,659.4,5,N,"Rochester, NY, USA",NA,,,
738,BER,,777,40,N,40_14,14,14m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,827,826.8,5,N,"Rochester, NY, USA",NA,,,
739,BER,,8069,41,42,41_14,14,14m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
740,BER,,6570,42,41,42_14,14,14m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
741,BER,,6479,43,N,43_14,14,14m;4d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,719,719.4,3,N,"Rochester, NY, USA",NA,,,
742,BER,,2417,44,N,44_14,14,14m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,669,669,6,N,"Rochester, NY, USA",NA,,,
743,BER,,9541,45,N,45_14,14,14m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,756,756,5,N,"Rochester, NY, USA",NA,,,
744,BER,,8222,46,N,46_14,14,13m;26d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,643,642.6,3,N,"Rochester, NY, USA",NA,,,
745,BER,,1445,1,N,01_15,15,15m;15d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
746,BER,,8757,2,N,02_15,15,15m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
747,BER,,8204,3,N,03_15,15,15m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
748,BER,,1234,4,N,04_15,15,15m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,768,768,7,N,"Rochester, NY, USA",NA,,,
749,BER,,6016,6,N,06_15,15,15m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
750,BER,,3455,7,N,07_15,15,14m;27d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,652,652.2,3,N,"Rochester, NY, USA",NA,,,
751,BER,,8797,8,N,08_15,15,15m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
752,BER,,9453,9,N,09_15,15,15m;9d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,588,587.8,3,N,"Rochester, NY, USA",NA,,,
753,BER,,6441,10,N,10_15,15,15m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
754,BER,,5777,11,N,11_15,15,15m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,707,707.2,3,N,"Rochester, NY, USA",NA,,,
755,BER,,7324,12,N,12_15,15,15m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,868,867.7,3,N,"Rochester, NY, USA",NA,,,
756,BER,,1904,13,N,13_15,15,15m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,783,782.9,5,N,"Rochester, NY, USA",NA,,,
757,BER,,3024,14,N,14_15,15,15m;2d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
758,BER,,7239,15,N,15_15,15,15m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
759,BER,,7115,16,N,16_15,15,15m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
760,BER,,2777,17,N,17_15,15,15m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
761,BER,,2348,18,N,18_15,15,15m;9d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,692,692.4,4,N,"Rochester, NY, USA",NA,,,
762,BER,,8020,19,N,19_15,15,15m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,670,670.2,3,N,"Rochester, NY, USA",NA,,,
763,BER,,6201,21,N,21_15,15,15m;14d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,752,751.8,3,N,"Rochester, NY, USA",NA,,,
764,BER,,8393,22,N,22_15,15,15m;2d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,718,717.6,3,N,"Rochester, NY, USA",NA,,,
765,BER,,8770,23,N,23_15,15,15m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
766,BER,,7965,25,N,25_15,15,15m;4d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,609,609,3,N,"Rochester, NY, USA",NA,,,
767,BER,,9409,26,N,26_15,15,15m;9d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
768,BER,,8655,27,N,27_15,15,15m;4d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
769,BER,,5694,28,N,28_15,15,15m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,568,568.2,3,N,"Rochester, NY, USA",NA,,,
770,BER,,3048,29,N,29_15,15,14m;30d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,694,694.2,3,N,"Rochester, NY, USA",NA,,,
771,BER,,4144,30,N,30_15,15,15m;8d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
772,BER,,1403,31,N,31_15,15,15m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
773,BER,,2941,32,N,32_15,15,15m;1d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
774,BER,,955,33,N,33_15,15,15m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,619,619.2,3,N,"Rochester, NY, USA",NA,,,
775,BER,,3778,34,N,34_15,15,15m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,414,414,3,N,"Rochester, NY, USA",NA,,,
776,BER,,7117,35,N,35_15,15,15m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,628,628.2,3,N,"Rochester, NY, USA",NA,,,
777,BER,,8263,36,N,36_15,15,15m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,719,718.8,6,N,"Rochester, NY, USA",NA,,,
778,BER,,9993,37,N,37_15,15,15m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
779,BER,,8510,38,N,38_15,15,15m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,929,929.4,4,N,"Rochester, NY, USA",NA,,,
780,BER,,2088,39,N,39_15,15,15m;11d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,622,622.2,5,N,"Rochester, NY, USA",NA,,,
781,BER,,4078,40,N,40_15,15,15m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
782,BER,,5633,41,42,41_15,15,15m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
783,BER,,9892,42,41,42_15,15,15m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
784,BER,,396,43,N,43_15,15,15m;1d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,708,708,3,N,"Rochester, NY, USA",NA,,,
785,BER,,2307,44,N,44_15,15,15m;8d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,565,565.2,6,N,"Rochester, NY, USA",NA,,,
786,BER,,5402,45,N,45_15,15,15m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,695,695.4,5,N,"Rochester, NY, USA",NA,,,
787,BER,,2957,46,N,46_15,15,15m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,652,652.2,3,N,"Rochester, NY, USA",NA,,,
788,BER,,2224,1,N,01_16,16,16m;11d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
789,BER,,2756,2,N,02_16,16,16m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
790,BER,,7810,3,N,03_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
791,BER,,595,4,N,04_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,655,654.6,7,N,"Rochester, NY, USA",NA,,,
792,BER,,8735,6,N,06_16,16,15m;29d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
793,BER,,7996,7,N,07_16,16,16m;2d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,773,773.4,3,N,"Rochester, NY, USA",NA,,,
794,BER,,6049,8,N,08_16,16,16m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
795,BER,,1075,9,N,09_16,16,16m;9d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,541,540.8,3,N,"Rochester, NY, USA",NA,,,
796,BER,,5622,10,N,10_16,16,16m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
797,BER,,1405,11,N,11_16,16,16m;0d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,845,845.2,3,N,"Rochester, NY, USA",NA,,,
798,BER,,5706,12,N,12_16,16,16m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,574,574.4,3,N,"Rochester, NY, USA",NA,,,
799,BER,,4706,13,N,13_16,16,16m;10d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,472,471.9,5,N,"Rochester, NY, USA",NA,,,
800,BER,,3395,14,N,14_16,16,16m;9d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
801,BER,,5778,15,N,15_16,16,16m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
802,BER,,2779,16,N,16_16,16,16m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
803,BER,,8688,17,N,17_16,16,16m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
804,BER,,52,18,N,18_16,16,16m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,792,792,4,N,"Rochester, NY, USA",NA,,,
